codelist_name,urn,notation,label,description
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).P85,N/A,N/A,Education
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).PRV_RE,N/A,N/A,Private real estate activities
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).PTS,N/A,N/A,"Education; human health and social work activities; arts, entertainment and recreation; other service activities"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).Q,N/A,N/A,Human health and social work activities
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).Q86,N/A,N/A,Human health activities
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).Q87,N/A,N/A,Residential care activities
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).Q87_88,N/A,N/A,Residential care activities and social work activities without accommodation
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).Q88,N/A,N/A,Social work activities without accommodation
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).R,N/A,N/A,"Arts, entertainment and recreation"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).R_S,N/A,N/A,"Arts, entertainment and recreation; other service activities"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).R90,N/A,N/A,"Creative, arts and entertainment activities"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).R90T92,N/A,N/A,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).R91,N/A,N/A,"Libraries, archives, museums and other cultural activities"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).R92,N/A,N/A,Gambling and betting activities
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).R92_93,N/A,N/A,Gambling and betting activities; sporting and other recreational activities
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).R93,N/A,N/A,Sports activities and amusement and recreation activities
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).RTT,N/A,N/A,"Arts, entertainment and recreation; Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use; other service activities"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).RTU,N/A,N/A,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).S,N/A,N/A,Other service activities
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).S94,N/A,N/A,Activities of membership organisations
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).S95,N/A,N/A,Repair of computers and personal and household goods
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).S95_96,N/A,N/A,"Repair of computers, personal and household goods; other personal service activities"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).S96,N/A,N/A,Other personal service activities
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).T,N/A,N/A,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).T97,N/A,N/A,Activities of households as employers of domestic personnel
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).T98,N/A,N/A,Undifferentiated goods- and services-producing activities of private households for own use
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).U,N/A,N/A,Activities of extraterritorial organisations and bodies
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).U99,N/A,N/A,Activities of extraterritorial organisations and bodies
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).B06_07,N/A,N/A,Extraction of Crude Petroleum and Natural Gas & Mining of Metal Ores
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C101,N/A,N/A,Processing and preserving of meat and production of meat products
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C102_3,N/A,N/A,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C104,N/A,N/A,Manufacture of vegetable and animal oils and fats
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C105,N/A,N/A,Manufacture of dairy products
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C106,N/A,N/A,"Manufacture of grain mill products, starches and starch products"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C107,N/A,N/A,Manufacture of bakery and farinaceous products
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C108,N/A,N/A,Manufacture of other food products
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C109,N/A,N/A,Manufacture of prepared animal feeds
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C11_12,N/A,N/A,Manufacture of beverages and Tobacco Products
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C1101_6,N/A,N/A,Manufacture of alcoholic beverages
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C11X1107_12,N/A,N/A,Manufacture of alcoholic beverages and Tobacco Products
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C1107,N/A,N/A,Manufacture of soft drinks; production of mineral waters and other bottled waters
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C203,N/A,N/A,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C204,N/A,N/A,"Manufacture of soap & detergents, cleaning & polishing preparations, perfumes & toilet preparations"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C205,N/A,N/A,Manufacture of other chemical products
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C20A,N/A,N/A,"Manufacture of industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C20B,N/A,N/A,Manufacture of petrochemicals - 20.14/16/17/60
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C20C,N/A,N/A,"Manufacture of dyestuffs, agro-chemicals - 20.12/20"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C235_6,N/A,N/A,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C23OTHER,N/A,N/A,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products - 23.1-4/7-9"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C241T243,N/A,N/A,Manufacture of basic iron and steel
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C244_5,N/A,N/A,Manufacture of other basic metals and casting
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C254,N/A,N/A,Manufacture of weapons and ammunition
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C25OTHER,N/A,N/A,"Manufacture of fabricated metal products, excluding weapons & ammunition - 25.1-3/5-9"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C301,N/A,N/A,Building of ships and boats
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C30OTHER,N/A,N/A,Manufacture of other transport equipment - 30.2/4/9
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C3315,N/A,N/A,Repair and maintenance of ships and boats
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C3316,N/A,N/A,Repair and maintenance of aircraft and spacecraft
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).C33OTHER,N/A,N/A,Rest of repair; Installation - 33.11-14/17/19/20
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).D351,N/A,N/A,"Electric power generation, transmission and distribution"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).D352_3,N/A,N/A,Manufacture of gas; distribution of gaseous fuels through mains; steam and air conditioning supply
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).H491_2,N/A,N/A,Rail transport
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).H493T495,N/A,N/A,"Land transport services and transport services via pipelines, excluding rail transport"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).K651_2,N/A,N/A,"Insurance and reinsurance, except compulsory social security"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).K653,N/A,N/A,Pension funding
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).L68BXL683,N/A,N/A,"Real estate services, excluding on a fee or contract basis and imputed rent"
Industrial activity code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ACTIVITY(1.5).L683,N/A,N/A,Real estate activities on a fee or contract basis
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4)._Z,N/A,N/A,Not applicable
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).T,N/A,N/A,Trend
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).C,N/A,N/A,"Trend-cycle data, calendar adjusted"
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).R,N/A,N/A,"Trend-cycle data, not calendar adjusted"
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).K,N/A,N/A,Calendar component
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).X,N/A,N/A,Seasonal component
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).M,N/A,N/A,Seasonal and calendar components
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).I,N/A,N/A,Irregular component
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).N,N/A,N/A,Neither seasonally adjusted nor calendar adjusted data
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).S,N/A,N/A,"Seasonally adjusted data, not calendar adjusted"
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).W,N/A,N/A,"Calendar adjusted data, not seasonally adjusted"
Adjustment indicator,urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_ADJUSTMENT(1.4).Y,N/A,N/A,Calendar and seasonally adjusted data
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).FAM,N/A,N/A,Government assistance to the financial sector
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).FC,N/A,N/A,EDP Financial Crisis concept
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2)._T,N/A,N/A,Total
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C01,N/A,N/A,Custom 01
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C02,N/A,N/A,Custom 02
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C03,N/A,N/A,Custom 03
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C04,N/A,N/A,Custom 04
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C05,N/A,N/A,Custom 05
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C06,N/A,N/A,Custom 06
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C07,N/A,N/A,Custom 07
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C08,N/A,N/A,Custom 08
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C09,N/A,N/A,Custom 09
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C10,N/A,N/A,Custom 10
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C11,N/A,N/A,Custom 11
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C12,N/A,N/A,Custom 12
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C13,N/A,N/A,Custom 13
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C14,N/A,N/A,Custom 14
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C15,N/A,N/A,Custom 15
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C16,N/A,N/A,Custom 16
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C17,N/A,N/A,Custom 17
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C18,N/A,N/A,Custom 18
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C19,N/A,N/A,Custom 19
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C20,N/A,N/A,Custom 20
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C21,N/A,N/A,Custom 21
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C22,N/A,N/A,Custom 22
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C23,N/A,N/A,Custom 23
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C24,N/A,N/A,Custom 24
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C25,N/A,N/A,Custom 25
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C26,N/A,N/A,Custom 26
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C27,N/A,N/A,Custom 27
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C28,N/A,N/A,Custom 28
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C29,N/A,N/A,Custom 29
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C30,N/A,N/A,Custom 30
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C31,N/A,N/A,Custom 31
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C32,N/A,N/A,Custom 32
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C33,N/A,N/A,Custom 33
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C34,N/A,N/A,Custom 34
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C35,N/A,N/A,Custom 35
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C36,N/A,N/A,Custom 36
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C37,N/A,N/A,Custom 37
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C38,N/A,N/A,Custom 38
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C39,N/A,N/A,Custom 39
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C40,N/A,N/A,Custom 40
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C41,N/A,N/A,Custom 41
Custom breakdown code list (NA),urn:sdmx:org.sdmx.infomodel.codelist.Code=ESTAT:CL_CUST_BREAKDOWN(1.2).C42,N/A,N/A,Custom 42
